room_id,asset_type,power_draw,usage_hours,operating_hours_since_service,error_log_count,failure
125,TV,0.358,12.6,2409,2,1
328,Set-top box,0.365,13.4,2778,38,1
418,AC,0.97,19.9,171,30,1
217,Set-top box,0.118,8.9,2613,5,0
203,TV,0.394,10.4,2259,18,0
308,TV,0.104,11.7,2600,9,0
319,TV,0.42,2.1,849,6,0
301,TV,0.116,15.9,3918,14,1
217,AC,0.455,10.5,3441,38,1
404,Set-top box,0.338,4.9,1855,9,0
323,TV,0.354,1.7,103,16,1
119,TV,0.53,2.8,1747,1,0
316,Set-top box,0.26,1.8,250,0,0
119,TV,0.602,11.0,3212,28,1
109,Set-top box,0.393,9.5,2158,29,1
301,TV,0.563,11.0,560,2,0
407,AC,0.969,2.8,3328,18,1
216,AC,0.764,13.0,1144,26,0
129,AC,0.283,10.9,1847,18,0
425,Set-top box,0.367,5.3,2353,13,0
323,Set-top box,0.12,14.8,1850,16,0
326,TV,0.332,17.9,990,10,0
406,Set-top box,0.402,8.8,2859,43,1
306,Set-top box,0.478,1.1,3292,43,1
423,AC,0.749,14.5,4697,24,1
311,Set-top box,0.345,14.3,3085,11,1
214,Set-top box,0.091,2.4,3039,15,0
216,Set-top box,0.438,17.6,3235,41,1
121,TV,0.126,10.7,709,4,0
116,AC,0.986,9.8,1473,11,1
302,Set-top box,0.122,17.5,1043,25,0
316,AC,0.93,6.1,2504,27,1
126,Set-top box,0.256,15.5,2276,0,0
124,Set-top box,0.251,7.8,3024,2,0
330,AC,0.752,11.4,821,24,1
429,TV,0.555,14.4,2141,24,0
408,AC,0.493,6.3,1206,19,0
101,AC,0.893,9.6,3764,40,1
325,TV,0.281,3.3,2222,18,1
128,TV,0.331,4.8,1789,19,1
128,AC,0.745,8.3,4721,19,0
405,Set-top box,0.113,16.8,3362,9,1
403,AC,0.482,2.5,2909,31,1
404,TV,0.238,10.9,3202,8,0
201,Set-top box,0.413,17.5,1786,46,0
329,TV,0.325,4.8,61,12,0
212,AC,0.741,15.9,1261,16,0
321,TV,0.514,16.9,1782,14,0
109,AC,0.986,4.6,756,4,1
224,Set-top box,0.304,16.3,2424,32,1
221,AC,0.419,14.5,4513,28,0
120,TV,0.639,4.3,2154,2,0
123,AC,0.297,19.3,1679,36,1
212,AC,0.505,19.1,2509,38,1
128,Set-top box,0.125,10.8,3498,22,1
309,Set-top box,0.065,6.3,3233,45,0
305,TV,0.167,2.1,2171,17,1
408,AC,0.682,2.7,1945,31,1
329,AC,0.931,15.3,588,3,1
206,TV,0.273,4.3,1458,14,0
327,TV,0.382,9.9,111,11,0
410,TV,0.675,10.9,90,10,1
408,Set-top box,0.467,8.2,3165,10,1
107,AC,0.675,12.5,2576,2,0
305,TV,0.641,12.6,74,12,1
105,Set-top box,0.491,17.4,3345,35,1
124,AC,0.367,9.8,2606,20,1
107,AC,0.61,8.9,958,18,0
115,AC,0.343,21.2,339,35,1
116,Set-top box,0.49,9.1,523,19,0
209,TV,0.242,14.9,2341,27,1
219,Set-top box,0.395,6.3,3302,13,0
430,Set-top box,0.261,16.6,2239,49,1
408,Set-top box,0.338,16.4,1900,5,0
406,AC,0.645,19.8,4159,39,0
321,AC,0.454,2.3,2227,9,0
129,Set-top box,0.347,6.1,1647,6,0
425,Set-top box,0.179,18.0,983,50,1
406,AC,0.76,4.2,3908,39,1
425,TV,0.163,7.7,2341,24,1
216,AC,0.832,14.8,2089,13,0
117,Set-top box,0.394,16.3,3349,38,1
223,AC,0.635,11.9,2974,14,0
117,TV,0.595,5.6,1757,19,1
101,AC,0.874,17.5,1926,2,0
122,AC,0.586,9.4,4595,30,1
122,AC,0.577,14.0,772,4,0
115,Set-top box,0.328,12.0,2093,26,0
428,TV,0.582,2.5,426,3,1
107,AC,0.814,17.3,2421,20,1
227,AC,0.349,13.8,214,10,0
229,TV,0.197,7.3,3632,7,1
313,TV,0.693,3.5,3671,4,1
309,Set-top box,0.224,13.7,2728,11,0
205,AC,0.768,10.7,2183,7,0
321,AC,0.342,9.7,4385,7,0
225,TV,0.194,10.1,3571,22,1
309,Set-top box,0.255,13.7,1038,38,0
207,Set-top box,0.155,7.7,2265,2,0
308,AC,0.869,2.7,2367,20,1
422,AC,0.845,4.0,1570,10,1
407,AC,0.461,5.4,307,10,0
102,TV,0.627,5.5,3694,3,1
306,TV,0.268,9.8,3801,0,0
419,Set-top box,0.471,8.3,1414,30,1
220,Set-top box,0.149,15.0,2883,17,1
315,TV,0.268,8.2,106,15,0
230,AC,0.249,6.6,4847,37,1
308,Set-top box,0.266,11.1,3306,42,0
207,TV,0.597,2.4,304,13,0
304,TV,0.591,1.5,208,29,1
426,TV,0.271,8.5,2714,13,0
426,TV,0.207,14.6,1456,2,0
415,TV,0.578,12.6,186,7,0
428,TV,0.22,9.5,3092,29,1
301,Set-top box,0.328,15.0,1767,11,1
215,AC,0.64,18.0,1093,20,0
422,Set-top box,0.211,15.4,3366,25,0
423,TV,0.164,4.0,1101,27,1
229,Set-top box,0.055,7.2,2133,47,0
414,TV,0.667,15.6,2943,6,0
327,AC,0.614,12.3,454,36,1
314,TV,0.145,10.0,357,15,0
209,Set-top box,0.373,6.8,2321,15,1
307,AC,0.879,17.1,1915,10,1
312,TV,0.437,2.0,2136,6,0
128,Set-top box,0.414,5.4,2920,15,1
129,TV,0.566,7.5,1412,1,0
401,Set-top box,0.261,2.9,303,41,1
209,Set-top box,0.079,3.5,585,50,1
329,AC,0.21,15.8,4792,7,1
419,TV,0.249,6.5,2314,23,1
211,Set-top box,0.34,13.9,2183,50,0
311,AC,0.542,21.6,4926,6,1
306,AC,0.446,3.3,2634,37,0
315,TV,0.418,11.0,1474,9,0
413,TV,0.491,12.4,1250,6,0
110,AC,0.741,19.4,2215,39,1
220,Set-top box,0.127,4.5,2658,18,0
108,Set-top box,0.337,7.2,3331,47,1
305,TV,0.532,13.3,1367,11,1
129,TV,0.331,12.7,3244,15,1
207,AC,0.439,15.3,4742,8,1
224,Set-top box,0.178,3.0,1171,31,1
222,Set-top box,0.378,16.5,2680,33,1
216,Set-top box,0.17,10.2,136,2,0
307,TV,0.672,13.0,2539,9,1
322,Set-top box,0.222,2.8,790,2,0
314,Set-top box,0.2,4.1,2380,44,0
304,AC,0.659,21.0,3223,26,1
108,AC,0.847,11.4,1639,23,1
324,AC,0.672,15.7,3446,24,1
330,AC,0.726,21.9,1181,10,0
422,Set-top box,0.429,11.2,366,16,0
224,AC,0.534,16.7,4373,3,1
316,TV,0.377,12.6,3520,10,1
401,Set-top box,0.274,11.9,720,41,0
106,TV,0.131,13.6,2204,3,0
107,TV,0.589,5.0,649,8,1
429,AC,0.78,11.1,3242,25,1
222,Set-top box,0.078,9.4,3349,36,0
103,TV,0.439,1.5,2682,13,1
213,TV,0.524,9.1,3444,6,0
124,Set-top box,0.082,6.2,934,33,1
321,Set-top box,0.404,16.3,2016,29,1
102,AC,0.912,6.9,4920,2,1
327,Set-top box,0.211,15.4,2634,33,1
303,AC,0.973,6.8,4802,38,1
228,TV,0.379,1.7,3604,15,1
103,Set-top box,0.364,6.1,2852,38,1
424,TV,0.418,16.2,3180,2,1
403,AC,0.682,17.4,1130,28,1
112,Set-top box,0.477,6.6,2590,24,1
314,TV,0.489,8.1,3480,0,0
403,AC,0.769,2.0,3497,35,1
317,Set-top box,0.459,16.6,2593,43,1
320,Set-top box,0.267,16.5,1456,24,1
123,TV,0.2,2.8,311,29,0
204,AC,0.245,12.7,975,20,0
209,TV,0.141,4.2,1998,22,0
230,Set-top box,0.183,7.3,1368,27,0
230,TV,0.56,9.0,2854,9,0
426,Set-top box,0.093,14.4,161,25,1
317,TV,0.46,9.9,3004,28,1
123,AC,0.429,14.6,1236,10,0
202,AC,0.624,20.7,4259,12,1
124,Set-top box,0.36,5.7,2317,32,1
405,TV,0.304,4.3,3014,3,0
426,Set-top box,0.392,15.3,1715,41,1
114,TV,0.116,15.4,3637,9,1
410,Set-top box,0.115,4.8,1285,18,0
203,TV,0.287,2.4,2868,2,0
423,AC,0.382,2.3,649,11,0
204,Set-top box,0.234,3.5,1238,16,0
421,AC,0.304,11.7,4600,28,1
104,AC,0.269,19.6,2047,29,1
411,AC,0.885,5.4,1413,12,0
222,Set-top box,0.366,14.0,194,22,0
328,TV,0.369,11.0,947,22,0
229,TV,0.104,1.5,2822,13,0
103,Set-top box,0.348,2.2,2702,21,1
106,AC,0.713,13.9,224,3,0
224,TV,0.144,9.8,2218,29,1
227,TV,0.653,9.8,2635,5,1
106,TV,0.205,12.2,155,4,1
319,Set-top box,0.123,2.6,2063,37,1
230,AC,0.28,13.8,4951,31,1
414,Set-top box,0.159,14.3,1113,9,0
213,Set-top box,0.4,15.7,2713,24,1
129,Set-top box,0.344,9.9,2827,34,1
315,TV,0.44,16.0,1038,28,1
109,AC,0.221,5.7,4291,24,0
407,Set-top box,0.127,15.3,623,45,0
405,Set-top box,0.376,4.7,2747,11,1
325,Set-top box,0.444,14.3,2644,11,1
211,TV,0.694,13.1,3291,29,0
404,TV,0.141,12.8,2795,28,1
129,AC,0.764,11.5,1239,33,0
330,AC,0.357,2.2,1086,40,1
203,AC,0.295,11.0,3132,28,1
213,TV,0.541,16.7,3228,5,0
209,TV,0.126,3.2,2444,13,0
402,Set-top box,0.253,9.4,3346,11,1
103,AC,0.922,14.3,2515,25,1
114,Set-top box,0.323,4.2,1654,18,0
408,Set-top box,0.389,3.1,2173,47,1
103,AC,0.934,4.4,1142,29,1
307,TV,0.642,11.8,3743,15,1
214,AC,0.313,19.1,1813,8,0
221,Set-top box,0.113,16.4,3272,15,1
209,AC,0.802,6.7,4961,39,1
213,TV,0.4,8.7,2513,9,0
206,TV,0.527,17.3,3462,30,1
414,TV,0.671,14.2,1337,6,0
122,Set-top box,0.293,9.5,1662,43,1
411,Set-top box,0.344,9.7,2493,49,1
307,Set-top box,0.153,11.1,1020,15,0
308,AC,0.565,6.0,3763,18,1
329,Set-top box,0.053,14.0,2265,35,0
118,AC,0.543,11.5,88,2,0
203,AC,0.598,12.1,4493,21,1
224,TV,0.208,8.7,733,3,0
113,TV,0.469,2.4,598,10,1
201,TV,0.312,8.8,731,19,0
305,Set-top box,0.202,12.3,595,46,1
216,Set-top box,0.46,1.4,1799,24,1
126,Set-top box,0.491,10.0,409,30,1
122,Set-top box,0.192,16.3,2403,17,1
230,AC,0.877,12.8,700,3,0
127,AC,0.999,10.3,2784,22,1
407,TV,0.67,7.6,447,17,1
125,Set-top box,0.445,16.1,3387,1,0
226,Set-top box,0.475,15.2,2963,9,1
205,AC,0.914,2.8,1519,16,1
216,AC,0.776,7.2,1854,18,0
405,TV,0.521,4.1,1799,20,1
216,AC,0.642,5.4,423,34,1
215,TV,0.249,3.6,2144,5,0
419,Set-top box,0.055,11.6,2955,41,1
221,TV,0.183,15.9,3266,27,1
226,Set-top box,0.146,10.5,832,24,0
217,TV,0.194,16.0,181,19,1
104,Set-top box,0.261,6.2,1698,17,0
304,TV,0.201,17.4,2217,0,1
327,AC,0.837,7.8,1977,35,1
409,TV,0.616,14.9,1030,18,1
402,AC,0.66,14.6,4020,15,1
427,AC,0.366,12.7,1762,14,0
123,AC,0.433,7.3,3289,17,0
405,AC,0.933,21.5,655,29,0
113,TV,0.506,3.8,3083,7,0
208,TV,0.561,12.8,84,3,0
302,TV,0.319,11.9,2275,4,0
116,Set-top box,0.326,9.2,176,27,0
209,Set-top box,0.34,9.7,2092,33,1
213,AC,0.924,16.7,2457,38,1
430,TV,0.305,2.7,648,5,0
321,TV,0.355,13.5,2843,3,0
418,AC,0.649,17.3,686,34,0
128,TV,0.489,3.4,3674,15,1
325,TV,0.498,11.5,3798,7,0
324,TV,0.66,10.2,302,25,1
326,Set-top box,0.36,9.1,2587,13,0
323,TV,0.171,14.3,552,1,0
105,TV,0.364,9.9,1921,0,0
305,Set-top box,0.425,14.2,2604,26,1
214,TV,0.198,15.0,1345,25,1
323,AC,0.655,8.9,4829,31,1
411,TV,0.454,5.7,947,7,0
404,TV,0.185,9.1,2548,11,0
407,AC,0.79,7.2,918,35,1
204,Set-top box,0.06,10.5,2556,40,1
121,AC,0.878,18.1,1408,32,1
118,Set-top box,0.095,4.0,211,18,0
114,Set-top box,0.403,14.5,1030,31,1
302,TV,0.428,3.0,1194,20,0
107,TV,0.134,15.1,364,20,0
314,Set-top box,0.154,5.7,3496,48,1
423,AC,0.861,20.6,1373,21,1
427,TV,0.65,8.1,481,8,0
404,Set-top box,0.223,13.9,1204,45,1
306,TV,0.181,6.1,1662,29,1
205,TV,0.208,16.6,1058,24,1
426,Set-top box,0.143,13.6,626,8,0
406,TV,0.104,16.3,2254,16,1
207,Set-top box,0.207,15.8,1760,30,1
417,Set-top box,0.406,16.4,2294,8,1
402,Set-top box,0.273,3.3,2760,5,1
228,AC,0.537,5.3,4288,6,0
322,Set-top box,0.465,15.6,2411,42,1
126,TV,0.207,13.1,1768,9,0
321,AC,0.489,6.7,4262,33,1
128,Set-top box,0.335,14.6,1329,39,1
124,AC,0.585,8.0,3002,3,0
415,Set-top box,0.084,8.8,2458,23,1
310,TV,0.523,14.2,3215,20,1
118,Set-top box,0.424,2.8,2994,39,1
105,Set-top box,0.434,2.8,1612,36,1
114,TV,0.499,12.0,262,12,0
208,Set-top box,0.441,10.7,2073,10,0
130,Set-top box,0.087,13.8,2889,46,1
206,AC,0.643,7.8,4043,25,1
120,Set-top box,0.394,8.4,1668,42,1
105,TV,0.29,13.2,3160,15,0
214,AC,0.592,8.3,2934,38,1
408,AC,0.862,10.7,2638,4,1
218,Set-top box,0.217,7.2,1286,19,0
202,Set-top box,0.213,5.9,3007,2,1
212,Set-top box,0.413,1.1,2910,25,1
430,TV,0.326,13.2,1200,22,1
305,TV,0.25,4.0,1942,6,0
415,AC,0.859,11.1,1411,35,1
204,TV,0.116,1.9,2677,5,0
216,Set-top box,0.118,12.3,1285,39,1
330,AC,0.436,4.5,1923,8,0
314,AC,0.253,17.4,2262,11,1
101,AC,0.277,18.9,4995,16,1
119,Set-top box,0.354,10.6,968,47,1
401,Set-top box,0.466,11.7,1512,9,0
311,Set-top box,0.262,8.2,737,15,1
424,AC,0.965,4.3,2579,4,0
201,TV,0.306,12.0,1386,15,0
225,Set-top box,0.287,9.5,3291,31,1
311,Set-top box,0.086,16.8,1905,9,0
404,TV,0.668,14.6,3365,23,1
220,Set-top box,0.317,17.5,2438,0,1
321,AC,0.877,12.5,2000,27,1
113,Set-top box,0.391,13.9,1857,34,1
108,AC,0.532,9.9,3113,15,0
326,Set-top box,0.424,12.0,2476,28,1
108,Set-top box,0.136,7.1,3248,3,0
306,TV,0.643,1.9,1028,22,1
102,Set-top box,0.199,16.8,3335,42,0
121,AC,0.787,14.5,667,1,0
202,Set-top box,0.359,15.3,975,35,1
217,TV,0.107,16.5,818,17,1
130,TV,0.571,9.2,525,2,0
404,AC,0.434,7.3,1753,6,1
206,AC,0.308,5.8,180,12,0
410,Set-top box,0.313,6.2,3422,28,1
105,Set-top box,0.183,12.9,139,42,1
429,AC,0.629,11.4,1324,33,1
426,AC,0.369,17.5,2920,4,0
123,AC,0.943,10.4,4732,25,1
223,AC,0.494,5.9,3626,3,1
127,AC,0.291,8.7,3294,36,1
413,TV,0.181,15.9,3998,5,1
312,Set-top box,0.149,17.3,1951,9,0
123,Set-top box,0.182,4.9,79,35,1
402,AC,0.513,20.1,269,38,1
320,TV,0.178,9.8,853,15,0
424,Set-top box,0.468,12.0,2261,33,1
217,Set-top box,0.154,4.7,2841,41,1
128,TV,0.433,15.3,1525,26,1
205,AC,0.574,4.3,4104,2,0
116,Set-top box,0.168,2.8,1450,10,0
308,Set-top box,0.436,17.1,50,19,1
329,Set-top box,0.305,4.2,750,37,1
215,TV,0.268,7.0,1762,7,0
305,AC,0.833,3.3,4448,20,1
130,TV,0.506,6.5,3240,3,1
426,AC,0.592,4.6,1837,4,0
329,TV,0.392,17.0,103,20,1
303,AC,0.281,18.1,2038,37,1
321,AC,0.891,13.7,3453,28,1
409,AC,0.483,18.0,544,0,0
112,Set-top box,0.317,4.3,488,8,0
412,AC,0.302,16.7,3549,4,1
128,TV,0.361,4.6,760,15,1
112,AC,0.921,15.8,4693,30,1
211,TV,0.518,12.5,3209,22,1
201,AC,0.476,11.7,4364,7,0
314,Set-top box,0.081,17.1,2459,0,1
224,TV,0.559,13.1,1974,23,1
219,Set-top box,0.192,1.2,2869,0,0
304,Set-top box,0.477,16.2,2968,20,1
213,Set-top box,0.27,12.4,2137,14,1
411,Set-top box,0.051,17.3,1651,9,1
313,TV,0.666,10.4,2457,9,0
416,AC,0.773,15.3,3599,17,1
117,AC,0.931,3.3,3229,35,1
325,Set-top box,0.354,3.7,814,7,0
402,Set-top box,0.254,1.6,2193,30,1
409,TV,0.481,4.5,2243,27,1
318,Set-top box,0.245,1.5,3345,50,1
105,AC,0.316,5.8,4960,32,1
129,AC,0.684,9.5,4687,11,0
202,AC,0.489,14.7,2966,3,0
405,TV,0.558,4.1,1817,12,1
410,TV,0.348,3.3,2389,11,0
403,Set-top box,0.312,11.7,3488,30,0
305,TV,0.543,8.5,3200,1,0
311,TV,0.603,11.3,1577,4,0
423,Set-top box,0.064,11.3,1188,47,1
201,TV,0.696,10.8,1855,8,1
229,Set-top box,0.145,2.7,2679,44,1
415,AC,0.378,13.3,3307,20,1
411,Set-top box,0.114,10.7,3346,19,1
409,Set-top box,0.493,14.4,3152,24,1
102,Set-top box,0.415,16.0,151,11,0
130,Set-top box,0.148,7.1,1029,41,0
218,AC,0.886,20.3,1106,28,1
223,TV,0.238,13.6,913,3,0
210,TV,0.385,6.6,3990,14,1
423,TV,0.344,10.1,1794,0,0
226,TV,0.23,4.0,2358,3,0
414,AC,0.737,14.0,1367,14,0
328,Set-top box,0.412,13.0,1873,43,1
304,AC,0.804,13.7,631,39,1
417,TV,0.644,5.5,919,14,1
119,TV,0.39,9.6,3823,29,1
405,Set-top box,0.217,6.0,2764,7,0
326,TV,0.253,12.4,1522,8,0
323,Set-top box,0.059,2.0,1139,25,0
222,AC,0.327,12.0,4172,13,1
311,AC,0.389,2.5,4835,20,1
417,TV,0.678,7.0,1752,8,0
301,AC,0.545,7.5,3746,9,0
430,TV,0.471,9.3,2045,2,0
205,Set-top box,0.085,17.7,1112,43,1
109,Set-top box,0.189,1.4,1660,32,1
303,TV,0.583,17.4,1346,26,1
102,Set-top box,0.347,7.8,1191,4,0
209,TV,0.306,17.6,2673,29,1
216,Set-top box,0.091,17.9,794,49,1
310,Set-top box,0.207,6.2,3432,21,1
220,TV,0.601,5.1,2700,23,0
107,Set-top box,0.067,6.7,3188,39,1
201,Set-top box,0.242,7.6,99,18,0
230,TV,0.262,11.7,1396,16,0
101,AC,0.712,2.5,2303,15,1
130,TV,0.613,2.5,3560,16,1
307,AC,0.482,11.3,3831,20,0
210,TV,0.237,13.3,909,15,1
209,AC,0.277,10.9,1072,5,0
203,TV,0.304,11.5,1538,13,1
315,AC,0.684,2.0,988,25,1
422,Set-top box,0.467,15.3,1810,10,1
201,TV,0.439,16.4,1860,10,0
110,TV,0.506,7.5,1666,26,1
329,AC,0.594,17.3,1616,8,0
412,Set-top box,0.164,13.6,1509,10,0
124,Set-top box,0.162,11.6,782,35,0
218,TV,0.682,2.7,945,23,0
120,TV,0.445,4.9,1109,13,0
310,AC,0.306,21.6,4660,1,1
103,TV,0.265,2.3,1220,7,0
401,AC,0.993,7.4,3217,38,1
108,TV,0.141,9.9,2128,25,0
211,AC,0.756,17.0,3172,21,1
314,TV,0.293,7.3,3736,1,1
124,Set-top box,0.237,2.8,2665,36,1
108,Set-top box,0.384,16.2,1633,21,0
105,Set-top box,0.361,8.8,1287,12,0
426,AC,0.221,20.5,4535,20,1
420,AC,0.559,13.0,50,17,0
413,Set-top box,0.419,16.0,1181,31,1
229,TV,0.637,4.5,1938,14,1
304,Set-top box,0.194,10.0,2405,44,1
212,TV,0.148,2.5,560,8,0
324,TV,0.597,4.1,823,12,0
304,Set-top box,0.252,4.4,2615,27,1
208,AC,0.223,14.7,202,17,0
409,AC,0.479,16.4,3334,36,1
212,TV,0.37,14.8,810,6,1
319,Set-top box,0.403,12.7,1843,14,0
223,Set-top box,0.397,6.0,2389,25,1
414,TV,0.543,8.0,286,23,1
220,AC,0.715,19.1,88,29,1
224,TV,0.465,2.8,3008,1,1
404,Set-top box,0.192,1.7,2445,50,1
210,AC,0.572,14.4,3540,28,1
330,Set-top box,0.336,17.2,2236,47,1
217,Set-top box,0.191,16.9,711,4,0
421,AC,0.743,4.8,1661,5,0
301,Set-top box,0.212,5.3,508,29,1
207,TV,0.124,3.6,1571,9,0
229,Set-top box,0.391,10.9,3292,7,0
226,TV,0.485,4.4,2477,4,1
417,TV,0.609,3.2,3641,12,1
308,AC,0.807,21.0,1177,32,1
324,Set-top box,0.257,14.6,3346,42,1
126,AC,0.872,4.9,291,20,0
413,TV,0.461,14.0,2308,11,0
212,TV,0.655,15.8,497,20,1
315,TV,0.398,10.0,660,30,1
411,Set-top box,0.293,2.6,2126,9,0
424,Set-top box,0.118,11.1,2840,6,1
316,AC,0.909,5.1,4918,34,1
403,AC,0.658,13.9,2585,5,0
224,TV,0.276,6.7,3428,28,1
419,Set-top box,0.246,6.6,2799,24,1
426,AC,0.849,20.4,1151,8,1
104,TV,0.387,15.0,1691,15,1
101,TV,0.423,13.7,1804,28,1
119,AC,0.971,14.8,4214,35,1
312,Set-top box,0.245,5.6,2134,19,0
408,AC,0.875,4.4,4806,19,1
112,TV,0.654,12.6,1198,28,1
212,Set-top box,0.063,5.0,2037,43,1
124,TV,0.443,15.2,2744,15,1
105,AC,0.642,3.9,979,29,0
130,Set-top box,0.307,10.9,1913,29,0
421,Set-top box,0.316,6.2,2373,16,1
409,TV,0.352,8.2,3874,27,1
420,TV,0.427,2.3,3067,25,1
320,TV,0.138,11.7,1939,15,0
320,TV,0.131,5.6,172,21,0
120,AC,0.764,15.0,4870,34,1
130,Set-top box,0.454,8.1,231,2,0
126,Set-top box,0.35,15.2,1272,21,0
209,TV,0.682,9.8,2743,21,1
226,AC,0.693,11.5,4691,14,1
209,Set-top box,0.336,16.7,3175,39,1
222,Set-top box,0.163,13.0,328,10,0
123,TV,0.282,1.0,3389,24,1
325,AC,0.693,10.6,308,12,0
228,TV,0.13,11.2,1562,8,0
214,TV,0.441,5.5,3811,23,1
412,Set-top box,0.094,2.7,229,11,0
314,TV,0.617,2.4,3503,3,1
204,Set-top box,0.089,9.0,1374,44,1
406,AC,0.538,2.4,1427,0,0
425,TV,0.535,8.3,1271,26,1
228,Set-top box,0.447,7.5,3021,5,1
221,Set-top box,0.111,16.2,2670,9,1
310,AC,0.495,12.9,3479,30,1
115,Set-top box,0.431,14.8,551,2,0
202,TV,0.136,3.0,1086,1,0
223,TV,0.302,15.1,1125,25,1
102,Set-top box,0.382,4.3,1816,4,0
201,Set-top box,0.264,15.7,1423,4,0
119,TV,0.418,1.8,3881,13,0
330,Set-top box,0.464,13.6,2731,35,1
211,Set-top box,0.242,8.9,722,46,1
102,Set-top box,0.378,6.3,2533,32,1
202,AC,0.347,3.9,1419,34,1
421,AC,0.211,17.0,653,34,1
221,TV,0.675,10.5,3956,2,1
415,TV,0.309,4.3,894,5,1
227,TV,0.277,12.9,1133,2,0
314,Set-top box,0.45,4.1,919,37,1
415,AC,0.864,16.4,3757,25,1
222,AC,0.427,4.4,3240,0,0
419,AC,0.941,3.2,3136,28,1
123,Set-top box,0.476,9.1,87,49,1
126,Set-top box,0.092,6.1,1559,24,0
414,AC,0.454,21.6,4392,1,1
427,AC,0.312,2.6,429,4,0
412,TV,0.189,5.0,2336,30,1
407,Set-top box,0.378,4.7,730,44,1
210,TV,0.329,17.1,310,17,1
217,AC,0.38,16.9,1010,9,0
320,AC,0.728,2.3,2794,34,0
423,TV,0.298,12.3,2191,30,1
124,AC,0.234,17.7,3943,38,1
226,Set-top box,0.073,9.7,1850,27,0
210,Set-top box,0.197,16.5,1651,10,0
328,AC,0.253,17.7,4657,3,1
218,Set-top box,0.145,14.2,2309,24,1
324,AC,0.574,12.3,4478,10,1
110,AC,0.479,20.7,2290,18,1
204,Set-top box,0.09,8.9,1122,44,0
404,AC,0.424,17.1,460,9,0
119,Set-top box,0.225,9.7,3313,44,1
124,TV,0.243,13.3,2746,30,1
411,TV,0.124,1.4,2494,26,1
121,Set-top box,0.088,11.2,2277,26,1
226,AC,0.848,21.5,831,35,1
327,AC,0.606,14.6,4622,30,1
405,AC,0.89,11.7,345,40,0
409,TV,0.181,17.7,83,8,1
412,AC,0.293,10.4,618,40,1
119,TV,0.503,17.2,1538,26,1
118,TV,0.402,6.2,317,26,1
208,AC,0.947,11.6,4947,16,1
125,TV,0.253,2.0,872,25,1
320,AC,0.311,13.4,3791,38,0
323,TV,0.309,5.8,3504,5,0
217,TV,0.658,5.1,398,18,1
117,AC,0.702,18.7,2162,20,0
302,AC,0.868,6.8,3300,20,1
209,TV,0.217,11.0,3185,11,1
205,TV,0.388,11.7,1153,19,0
101,AC,0.256,15.2,2420,5,0
404,TV,0.575,1.8,2262,9,0
114,TV,0.228,13.7,3817,13,1
228,TV,0.409,11.4,3622,14,1
230,TV,0.636,9.7,2080,5,1
420,Set-top box,0.32,15.7,3008,15,1
408,Set-top box,0.226,9.9,389,11,0
423,AC,0.743,6.8,80,39,0
404,AC,0.437,5.7,3387,10,0
410,AC,0.806,3.3,513,31,1
121,Set-top box,0.284,7.4,891,44,1
403,AC,0.387,4.9,1348,7,0
227,TV,0.488,12.6,1232,6,0
102,TV,0.512,15.5,2120,15,1
302,TV,0.58,7.2,993,22,0
323,AC,0.696,10.9,749,27,1
118,TV,0.36,12.7,598,10,0
403,TV,0.197,3.7,1743,21,1
417,AC,0.887,4.0,4559,28,1
220,AC,0.301,19.2,4835,26,1
227,Set-top box,0.482,17.5,1316,50,1
418,TV,0.662,17.6,1738,20,1
318,TV,0.582,5.9,794,29,1
406,AC,0.425,11.7,4236,36,1
222,Set-top box,0.283,2.7,2092,14,1
429,AC,0.491,12.1,1243,11,0
205,Set-top box,0.429,1.8,1754,45,1
219,Set-top box,0.146,10.6,1367,14,0
420,Set-top box,0.484,10.5,224,38,1
319,TV,0.259,1.8,3987,5,0
428,Set-top box,0.178,1.8,2958,15,1
222,Set-top box,0.472,17.7,2725,1,1
116,AC,0.342,18.0,2700,3,1
319,AC,0.685,19.2,2682,3,1
116,Set-top box,0.124,16.1,693,3,1
329,Set-top box,0.448,3.4,1565,22,1
209,TV,0.626,16.5,2081,7,0
301,TV,0.446,4.2,657,6,0
224,AC,0.461,17.8,2794,26,0
324,AC,0.438,18.6,4120,25,1
403,Set-top box,0.102,13.5,1940,21,0
305,Set-top box,0.326,6.9,2657,29,1
205,Set-top box,0.181,8.4,3333,30,1
325,AC,0.965,17.0,4109,9,1
420,Set-top box,0.393,15.3,2046,2,1
116,Set-top box,0.266,2.6,897,10,0
413,AC,0.672,11.3,4594,26,1
104,AC,0.495,13.1,2866,27,0
116,Set-top box,0.07,8.5,1128,14,0
225,AC,0.595,3.7,1170,17,0
418,AC,0.732,21.4,763,15,0
309,AC,0.545,14.0,1177,21,0
117,TV,0.195,6.3,2125,12,1
125,AC,0.998,12.5,2035,4,1
227,AC,0.768,8.3,4507,17,0
402,TV,0.689,3.4,711,29,1
326,AC,0.993,4.6,698,11,0
319,Set-top box,0.195,3.4,1670,18,0
119,AC,0.741,9.7,4623,39,1
322,TV,0.376,6.9,3620,5,0
327,AC,0.832,2.7,1676,1,0
107,TV,0.564,9.4,3140,18,1
420,TV,0.664,13.4,1027,16,1
301,Set-top box,0.189,2.1,2720,19,1
107,Set-top box,0.152,3.3,366,18,0
206,AC,0.367,15.0,2030,27,0
